"","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age.x","state.x","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age.y","state.y","order","entry_num","exclude","exclude_reason","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"393",403,"20201104T192952","20201104T193134",102,"Dem","Dem",100,-100,80,20,3,0,-3,"Dem",TRUE,44,"Ohio","20210120T052220","20210120T052853",392,2021-01-20 05:28:53,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",99,52,46,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",1,"40",NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,1,1,0,1,0,0,0,84,87,50,50,50,50,50,50,50,50,51,51,0,56,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",44,"Ohio",556,1,FALSE,NA,"Unlikely","Unlikely",60,100,44,49,50,50,50,50,50,50,49,49,-6,FALSE
"394",404,"20201104T184704","20201104T185300",356,"Dem","Dem",20,-20,86,14,50,38,-12,"Dem",TRUE,25,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",405,"20201105T073858","20201105T074507",369,"Ind","Dem",100,-100,80,20,2,85,83,"Rep",FALSE,50,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",406,"20201105T021041","20201105T021308",147,"Rep","Rep",100,100,80,80,51,10,-41,"Rep",TRUE,54,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",407,"20201104T185131","20201104T185343",132,"Dem","Dem",53,-53,84,16,16,18,2,"Dem",TRUE,31,"Ohio","20210119T214346","20210119T214728",221,2021-01-19 21:47:29,"Yes","Dem",NA,"Yes","Dem",NA,55,"Dem",NA,57,"Joe Biden",100,"Joe Biden",100,"Dem",100,70,70,"Joe Biden",100,100,"Unlikely","Unlikely",NA,NA,1,NA,46,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,26,1,16,23,30,9,6,1,10,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","44","45","46","43","44","46","43","59","44","44","Yes","Male",31,"Ohio",48,1,FALSE,NA,"Unlikely","Unlikely",46,59,44,44,43,44,45,46,43,44,46,43,0,FALSE
"398",408,"20201105T075140","20201105T075250",70,"Dem","Dem",83,-83,60,40,3,9,6,"Rep",FALSE,24,"New York","20210120T071524","20210120T071928",243,2021-01-20 07:19:28,"Yes","Dem",NA,"Yes","Dem",NA,95,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,57,57,"Joe Biden",99,100,"Unlikely","Unlikely",NA,NA,0,NA,50,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information",NA,0,1,1,1,1,0,0,17,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","51","50","48","51","51","51","61","63","41","47","Yes","Male",24,"New York",761,1,FALSE,NA,"Unlikely","Unlikely",50,63,41,47,50,51,50,48,51,51,51,61,0,FALSE
"399",409,"20201104T194017","20201104T194135",77,"Ind","Dem",86,-86,85,15,7,5,-2,"Dem",TRUE,49,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",410,"20201104T192526","20201104T192718",111,"Dem","Dem",80,-80,61,39,71,24,-47,"Dem",TRUE,46,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",411,"20201104T191608","20201104T192101",292,"Dem","Dem",100,-100,80,20,10,80,70,"Rep",FALSE,28,"Florida","20210119T214530","20210119T215926",836,2021-01-19 21:59:26,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,51,60,"Joe Biden",100,100,"Extremely unlikely","Likely",NA,NA,5,NA,100,"Mail-in ballot fraud
",NA,0,0,0,28,69,0,0,0,0,0,0,34,40,32,29,0,17,16,39,0,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",28,"Florida",142,1,FALSE,NA,"Extremely unlikely","Likely",100,100,0,50,66,60,68,71,100,83,84,61,9,FALSE
"402",412,"20201105T050147","20201105T051738",951,"Ind","Rep",100,100,91,91,100,100,0,"Dem",FALSE,66,"Illinois","20210120T024612","20210120T025127",314,2021-01-20 02:51:27,"Yes","Ind",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",0,"Joe Biden",0,"Rep",100,80,15,"Donald Trump",0,100,NA,NA,"Extremely unlikely","Extremely likely",60,NA,0,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,18,18,85,100,100,100,100,51,0,51,51,100,100,100,100,100,100,100,100,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",66,"Illinois",402,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,100,0,0,0,0,0,0,0,0,0,0,-65,FALSE
"403",413,"20201104T220535","20201104T220724",108,"Dem","Dem",77,-77,86,14,20,5,-15,"Dem",TRUE,NA,"Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",414,"20201105T070734","20201105T071036",182,"Ind","Rep",100,100,44,44,88,73,-15,"Rep",TRUE,72,"Georgia","20210120T071729","20210120T072257",327,2021-01-20 07:22:57,"Yes","Ind",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Donald Trump",87,"Joe Biden",75,"Rep",100,47,84,"Joe Biden",86,100,NA,NA,"Extremely unlikely","Extremely likely",70,NA,0,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-reporting of final vote counts by state electoral officials,False news stories by ""left-wing"" media",NA,65,71,81,90,100,68,76,60,36,73,57,86,87,100,100,100,77,77,75,30,85,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",73,"Georgia",766,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,70,15,49,14,13,0,0,0,23,23,25,37,FALSE
"405",415,"20201104T215058","20201104T215305",127,"Other","Dem",76,-76,64,36,80,39,-41,"Dem",TRUE,36,"Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",416,"20201104T224027","20201104T224208",101,"Dem","Dem",100,-100,52,48,4,2,-2,"Dem",TRUE,41,"Nevada","20210119T215447","20210119T215947",299,2021-01-19 21:59:47,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,58,58,"Joe Biden",100,100,"Unlikely","Unlikely",NA,NA,0,"50",NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,71,89,0,60,52,29,49,49,49,51,52,34,29,78,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",41,"Nevada",145,1,FALSE,NA,"Unlikely","Unlikely",50,71,22,49,48,71,51,51,51,49,48,66,0,FALSE
"407",417,"20201105T051444","20201105T051621",96,"Rep","Rep",93,93,37,37,77,63,-14,"Dem",FALSE,60,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",418,"20201104T192507","20201104T192635",87,"Ind","Dem",100,-100,90,10,1,1,0,"Rep",FALSE,43,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",420,"20201105T043658","20201105T043847",108,"Dem","Dem",85,-85,70,30,27,25,-2,"Dem",TRUE,26,"Virginia","20210120T063625","20210120T064504",518,2021-01-20 06:45:04,"Yes","Dem",NA,"Yes","Dem",NA,87,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,93,95,"Joe Biden",100,100,NA,NA,"Likely","Unlikely",6,NA,93,"Vote buying / voter impersonation / misuse of proxy votes",NA,23,79,9,2,7,7,3,90,70,10,14,12,11,11,11,10,9,9,9,11,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",26,"Virginia",691,1,FALSE,NA,"Unlikely","Likely",93,89,91,88,88,89,89,89,90,91,91,91,2,FALSE
"410",421,"20201105T074420","20201105T074526",66,"Ind","Rep",90,90,35,35,98,98,0,"Dem",FALSE,27,"Virginia","20210120T071918","20210120T072336",258,2021-01-20 07:23:37,"Yes","Ind",NA,"Yes","Rep",NA,95,"Rep",NA,95,"Joe Biden",100,"Joe Biden",100,"Rep",95,55,45,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely likely",15,NA,0,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,11,83,96,100,97,34,31,68,42,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","12","8","0","0","27","23","24","83","10","28","Yes","Male",27,"Virginia",768,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,83,10,28,38,12,8,0,0,27,23,24,-10,FALSE
"411",422,"20201105T030339","20201105T030514",95,"Ind","Other",43,NA,45,NA,33,1,-32,"Dem",NA,33,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",423,"20201104T190310","20201104T190541",150,"Rep","Dem",95,-95,90,10,30,40,10,"Rep",FALSE,35,"Florida","20210120T060315","20210120T060708",232,2021-01-20 06:07:08,"Yes","Rep",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,50,"Vote buying / voter impersonation / misuse of proxy votes",NA,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","55","50","50","50","50","50","50","60","45","45","Yes","Male",35,"Florida",612,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,60,45,45,50,55,50,50,50,50,50,50,0,FALSE
"413",424,"20201104T214020","20201104T214259",159,"Rep","Rep",70,70,46,46,100,29,-71,"Rep",TRUE,46,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",425,"20201105T062007","20201105T062230",142,"Other","Other",100,NA,0,NA,0,81,81,"Rep",NA,20,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",426,"20201104T192027","20201104T192202",94,"Dem","Dem",100,-100,90,10,70,20,-50,"Dem",TRUE,30,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",427,"20201104T192003","20201104T200507",2704,"Rep","Rep",94,94,75,75,65,60,-5,"Dem",FALSE,48,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",428,"20201105T061024","20201105T061202",97,"Dem","Dem",100,-100,60,40,9,58,49,"Rep",FALSE,52,"North Carolina","20210119T214329","20210119T214949",379,2021-01-19 21:49:49,"Yes","Dem",NA,"Yes","Dem",NA,99,"Dem",NA,99,"Joe Biden",99,"Joe Biden",100,"Don't know",51,57,57,"Joe Biden",92,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,NA,51,"Tampering with electronic voting systems,Social media campaigns spreading false information",NA,52,21,4,4,45,46,16,57,53,52,17,42,38,48,48,34,48,48,9,1,54,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",53,"North Carolina",72,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",51,99,46,49,58,62,52,52,66,52,52,91,0,FALSE
"418",429,"20201105T064904","20201105T064952",47,"Dem","Dem",41,-41,86,14,23,15,-8,"Dem",TRUE,45,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",430,"20201104T185217","20201104T185438",141,"Dem","Dem",95,-95,70,30,5,60,55,"Rep",FALSE,31,"Illinois","20210119T214740","20210119T215250",309,2021-01-19 21:52:50,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",98,"Dem",85,73,72,"Joe Biden",100,100,NA,NA,"Unlikely","Extremely unlikely",0,"40",NA,"Electorate manipulation prior to election day,Tampering with electronic voting systems,False news stories by ""right-wing"" media",NA,30,0,2,0,6,1,1,12,81,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","100","100","43","71","89","85","75","100","0","41","Yes","Male",31,"Illinois",93,1,FALSE,NA,"Extremely unlikely","Unlikely",60,100,0,41,81,100,100,43,71,89,85,75,-1,FALSE
"420",431,"20201104T195849","20201104T195952",62,"Dem","Dem",31,-31,80,20,40,25,-15,"Dem",TRUE,33,"Rhode Island","20210119T225612","20210119T225957",225,2021-01-19 22:59:58,"Yes","Dem",NA,"Yes","Dem",NA,70,"Dem",NA,80,"Joe Biden",94,"Joe Biden",100,"Don't know",39,91,67,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,"53",NA,"Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,3,4,3,19,3,16,16,61,62,63,65,52,53,54,53,54,53,53,75,29,76,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",33,"Rhode Island",285,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",47,71,24,49,48,47,46,47,46,47,47,25,-24,FALSE
"421",433,"20201105T044040","20201105T044255",135,"Dem","Dem",100,-100,92,8,10,0,-10,"Dem",TRUE,55,"Alabama","20210120T000201","20210120T000648",287,2021-01-20 00:06:49,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,92,"Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,9,0,0,0,0,0,0,26,26,10,0,0,0,0,0,0,0,0,35,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",55,"Alabama",340,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",92,86,100,100,100,100,100,100,100,100,100,65,0,FALSE
"422",434,"20201104T194938","20201104T195124",105,"Ind","Rep",100,100,60,60,90,65,-25,"Rep",TRUE,52,"Pennsylvania","20210120T091221","20210120T091920",419,2021-01-20 09:19:21,"Yes","Dem",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",100,"Joe Biden",100,"Rep",100,40,75,"Joe Biden",100,100,"Extremely likely","Unlikely",NA,NA,50,NA,0,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,11,76,93,65,26,59,69,74,16,90,64,100,100,100,100,100,100,100,100,42,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",52,"Pennsylvania",930,1,FALSE,NA,"Extremely likely","Unlikely",0,58,0,0,0,0,0,0,0,0,0,0,35,FALSE
"423",435,"20201104T194907","20201104T194957",50,"Dem","Dem",100,-100,100,0,0,0,0,"Dem",TRUE,30,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",436,"20201104T195030","20201104T195355",204,"Ind","Dem",35,-35,70,30,60,5,-55,"Dem",TRUE,23,"New York","20210120T100309","20210120T101029",439,2021-01-20 10:10:29,"Yes","Dem",NA,"Yes","Dem",NA,88,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,45,45,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"50",NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,19,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","79","73","0","0","Yes","Male",23,"New York",955,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,73,0,0,0,0,0,0,0,0,0,79,0,FALSE
"425",437,"20201105T074818","20201105T074943",85,"Dem","Dem",100,-100,65,35,10,10,0,"Rep",FALSE,49,"California","20210120T073000","20210120T073659",418,2021-01-20 07:36:59,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,"0",NA,"Vote buying / voter impersonation / misuse of proxy votes,Other (please explain)
","ballot theft",0,0,0,0,0,0,0,10,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","100","50","100","51","51","51","100","100","0","50","Yes","Female",49,"California",793,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,0,50,100,100,50,100,51,51,51,100,0,FALSE
"426",438,"20201105T055439","20201105T055629",109,"Dem","Dem",100,-100,80,20,0,0,0,"Dem",TRUE,29,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
