"","X","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age.x","state.x","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age.y","state.y","order","entry_num","exclude","exclude_reason","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"178",356,364,"20201104T203522","20201104T203646",84,"Rep","Rep",100,100,100,100,70,25,-45,"Rep",TRUE,54,"Arizona","20210120T083719","20210120T084303",343,"2021-01-20 08:43:03","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Donald Trump",100,"Joe Biden",100,"Rep",100,53,27,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely likely",25,100,NA,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information",NA,61,32,80,93,73,65,37,100,37,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,58,0,0,"Yes","Male",54,"Arizona",899,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,58,0,0,0,0,0,0,0,0,0,0,-26,FALSE
"179",358,366,"20201105T064515","20201105T064758",162,"Rep","Rep",100,100,74,74,100,40,-60,"Rep",TRUE,56,"Georgia","20210119T214405","20210119T215603",717,"2021-01-19 21:56:03","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Donald Trump",100,"Donald Trump",100,"Rep",100,0,0,"Other",95,100,NA,NA,"Extremely unlikely","Extremely likely",91,NA,0,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,100,95,97,100,100,100,100,93,0,98,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,3,3,3,0,100,75,"Yes","Male",56,"Georgia",115,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,0,100,75,0,0,1,0,0,3,3,3,0,FALSE
"180",359,367,"20201104T185417","20201104T185544",86,"Dem","Rep",74,74,36,36,41,62,21,"Dem",FALSE,36,"New Jersey","20210120T091943","20210120T110738",6475,"2021-01-20 11:07:38","Yes","Dem",NA,"Yes","Rep",NA,75,"Rep",NA,75,"Joe Biden",95,"Joe Biden",95,"Dem",75,60,55,"Joe Biden",100,100,NA,NA,"Unlikely","Likely",8,65,NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,4,17,14,26,2,0,0,60,38,70,8,51,63,66,68,50,50,51,73,28,74,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",36,"New Jersey",961,1,FALSE,NA,"Likely","Unlikely",35,72,26,49,49,37,34,32,50,50,49,27,-5,FALSE
"181",360,368,"20201104T191345","20201104T191709",203,"Ind","Dem",100,-100,60,40,0,75,75,"Rep",FALSE,26,"Texas","20210120T074154","20210120T074719",325,"2021-01-20 07:47:19","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,54,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,10,NA,"Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,7,0,2,0,0,0,39,69,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,72,50,51,50,94,94,45,51,"Yes","Female",26,"Texas",819,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",90,94,45,51,50,50,50,72,50,51,50,94,1,FALSE
"182",362,370,"20201104T185053","20201104T185329",155,"Dem","Dem",90,-90,50,50,5,5,0,"Rep",FALSE,NA,NA,"20210119T214747","20210119T215140",232,"2021-01-19 21:51:41","Yes","Dem",NA,"Yes","Dem",NA,75,"Dem",NA,95,"Joe Biden",95,"Joe Biden",95,"Dem",90,52,53,"Joe Biden",85,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,50,NA,"Vote buying / voter impersonation / misuse of proxy votes",NA,0,1,0,0,0,0,0,25,25,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,50,50,50,63,63,50,49,"Yes","Male",37,"New Jersey",84,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,63,50,49,50,50,50,50,50,50,50,63,1,FALSE
"183",364,372,"20201105T071857","20201105T073128",751,"Dem","Dem",100,-100,61,39,45,7,-38,"Dem",TRUE,45,"Florida","20210120T050315","20210120T050625",189,"2021-01-20 05:06:26","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,0,NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,9,0,0,0,0,7,7,100,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,0,0,"Yes","Male",45,"Florida",517,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,0,0,100,100,100,100,100,100,100,100,0,FALSE
"184",365,373,"20201104T194308","20201104T194500",112,"Rep","Dem",100,-100,81,19,3,16,13,"Dem",TRUE,40,"California","20210120T080336","20210120T081020",404,"2021-01-20 08:10:21","Yes","Rep",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,65,62,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,50,NA,"Other (please explain)
","Trump trying to manipulate the country",0,0,1,1,1,1,0,31,33,34,36,48,49,50,53,51,50,50,64,70,34,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",40,"California",854,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,30,66,50,52,51,50,47,49,50,50,36,-3,FALSE
"185",366,374,"20201104T184758","20201104T184939",101,"Rep","Rep",84,84,50,50,11,4,-7,"Rep",TRUE,54,"Georgia","20210120T035737","20210120T040103",205,"2021-01-20 04:01:04","Yes","Rep",NA,"Yes","Rep",NA,81,"Rep",NA,57,"Joe Biden",100,"Joe Biden",100,"Dem",100,51,53,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",3,NA,24,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Mis-reporting of final vote counts by state electoral officials",NA,0,3,0,4,0,0,0,0,0,5,0,0,0,0,100,0,0,0,0,3,94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",54,"Georgia",447,1,FALSE,NA,"Unlikely","Unlikely",24,97,6,100,100,100,100,0,100,100,100,100,2,FALSE
"186",367,376,"20201104T192526","20201104T192603",36,"Rep","Rep",31,31,8,8,19,8,-11,"Dem",FALSE,20,"Texas","20210120T003420","20210120T003608",108,"2021-01-20 00:36:09","Yes","Ind",NA,"Yes","Rep",NA,64,"Rep",NA,48,"Joe Biden",100,"Joe Biden",100,"Dem",72,58,55,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Unlikely",1,NA,44,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,11,59,90,10,58,71,25,38,38,9,56,46,73,83,51,46,43,47,36,71,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",20,"Texas",354,1,FALSE,NA,"Unlikely","Extremely unlikely",44,64,29,42,44,54,27,17,49,54,57,53,-3,FALSE
"187",368,377,"20201104T201532","20201104T201729",116,"Dem","Dem",100,-100,80,20,0,0,0,"Rep",FALSE,44,"Washington","20210119T214855","20210119T215436",340,"2021-01-19 21:54:36","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,56,56,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,100,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,100,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,51,51,51,100,100,51,51,"Yes","Male",44,"Washington",105,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,51,51,51,51,51,51,51,51,51,100,0,FALSE
"188",370,379,"20201105T063346","20201105T063513",86,"Ind","Dem",100,-100,91,9,0,9,9,"Rep",FALSE,39,"Texas","20210120T043323","20210120T043705",222,"2021-01-20 04:37:06","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,45,55,"Joe Biden",100,100,"Unlikely","Likely",NA,NA,2,NA,55,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,7,0,1,0,0,0,8,8,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,61,61,53,51,51,51,51,51,51,51,"Yes","Female",40,"Texas",489,1,FALSE,NA,"Unlikely","Likely",55,51,51,51,60,61,61,53,51,51,51,51,10,FALSE
"189",372,381,"20201105T072027","20201105T072408",221,"Rep","Rep",100,100,40,40,90,15,-75,"Rep",TRUE,58,"Tennessee","20210120T092356","20210120T093228",512,"2021-01-20 09:32:29","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",0,"Joe Biden",0,"Rep",100,71,0,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely likely",70,NA,0,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,84,84,93,100,64,100,100,100,27,100,100,100,100,100,100,100,100,100,100,51,100,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",58,"Tennessee",939,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,49,0,25,0,0,0,0,0,0,0,0,-71,FALSE
"190",377,386,"20201105T075207","20201105T075409",122,"Dem","Dem",100,-100,100,0,1,92,91,"Rep",FALSE,51,"Michigan","20210120T074014","20210120T074600",345,"2021-01-20 07:46:00","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,52,52,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,50,NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,100,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,51,51,51,73,73,51,51,"Yes","Female",52,"Michigan",815,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,73,51,51,51,51,51,51,51,51,51,73,0,FALSE
"191",379,388,"20201104T232951","20201104T233132",100,"Rep","Rep",91,91,81,81,100,23,-77,"Dem",FALSE,64,"North Carolina","20210120T015831","20210120T020302",271,"2021-01-20 02:03:03","Yes","Ind",NA,"Yes","Other","jo jorgensen",100,"Rep",NA,78,"Donald Trump",100,"Joe Biden",77,"Rep",100,54,10,"Donald Trump",61,100,NA,NA,"Extremely unlikely","Extremely likely",26,NA,0,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,29,35,80,98,83,18,63,83,0,88,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,51,0,0,"Yes","Male",65,"North Carolina",383,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,51,0,0,0,0,0,0,0,0,0,0,-44,FALSE
"192",380,389,"20201105T063936","20201105T064111",94,"Ind","Dem",100,-100,51,49,0,0,0,"Rep",FALSE,34,"Colorado","20210120T070443","20210120T071017",333,"2021-01-20 07:10:17","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",99,"Dem",100,45,45,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,NA,85,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
",NA,71,0,0,0,0,1,0,100,100,8,0,2,1,1,53,1,50,50,0,0,53,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",34,"Colorado",741,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",85,100,47,50,98,99,99,47,99,50,50,100,0,FALSE
"193",381,390,"20201104T191043","20201104T191227",104,"Rep","Rep",100,100,90,90,100,100,0,"Rep",TRUE,69,"Connecticut","20210120T064603","20210120T065341",457,"2021-01-20 06:53:41","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",100,"Joe Biden",100,"Rep",100,49,51,"Joe Biden",100,100,"Extremely likely","Extremely unlikely",NA,NA,40,NA,0,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,False news stories by ""left-wing"" media",NA,100,100,100,100,100,51,51,100,0,100,51,100,100,100,100,100,100,51,100,51,100,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",69,"Connecticut",707,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,49,0,49,0,0,0,0,0,0,49,0,2,FALSE
"194",384,394,"20201105T071824","20201105T072055",151,"Rep","Rep",88,88,35,35,85,85,0,"Rep",TRUE,49,"Colorado","20210120T074148","20210120T074703",314,"2021-01-20 07:47:03","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",100,"Joe Biden",100,"Rep",80,61,21,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely likely",24,NA,0,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,30,39,69,82,44,40,1,75,0,82,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,25,24,13,18,15,6,14,50,21,26,"Yes","Female",49,"Colorado",818,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,50,21,26,18,25,24,13,18,15,6,14,-40,FALSE
"195",386,396,"20201105T073244","20201105T073700",255,"Dem","Dem",100,-100,90,10,0,0,0,"Rep",FALSE,55,"Florida","20210120T043455","20210120T043959",304,"2021-01-20 04:39:59","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,48,48,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,100,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",55,"Florida",493,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,50,50,100,100,100,100,100,100,100,100,0,FALSE
"196",389,399,"20201104T204340","20201104T204830",289,"Ind","Dem",70,-70,93,7,0,0,0,"Dem",TRUE,42,"Georgia","20210119T214542","20210119T215242",419,"2021-01-19 21:52:42","Yes","Ind",NA,"Yes","Dem",NA,75,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,54,54,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,50,"Electorate manipulation prior to election day,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information",NA,1,0,0,0,0,0,0,0,0,0,0,50,50,49,49,49,51,51,47,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",43,"Georgia",91,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,50,50,50,50,50,51,51,51,49,49,53,0,FALSE
"197",391,401,"20201105T063816","20201105T064059",162,"Ind","Dem",100,-100,80,20,5,3,-2,"Dem",TRUE,54,"Florida","20210119T221038","20210119T221640",361,"2021-01-19 22:16:40","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,92,92,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,50,NA,"Social media campaigns spreading false information",NA,27,4,5,5,1,3,3,52,1,0,0,52,53,53,53,52,53,50,49,45,53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",55,"Florida",213,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,55,47,47,48,47,47,47,48,47,50,51,0,FALSE
"198",393,403,"20201104T192952","20201104T193134",102,"Dem","Dem",100,-100,80,20,3,0,-3,"Dem",TRUE,44,"Ohio","20210120T052220","20210120T052853",392,"2021-01-20 05:28:53","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",99,52,46,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",1,40,NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,1,1,0,1,0,0,0,84,87,50,50,50,50,50,50,50,50,51,51,0,56,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",44,"Ohio",556,1,FALSE,NA,"Unlikely","Unlikely",60,100,44,49,50,50,50,50,50,50,49,49,-6,FALSE
"199",397,407,"20201104T185131","20201104T185343",132,"Dem","Dem",53,-53,84,16,16,18,2,"Dem",TRUE,31,"Ohio","20210119T214346","20210119T214728",221,"2021-01-19 21:47:29","Yes","Dem",NA,"Yes","Dem",NA,55,"Dem",NA,57,"Joe Biden",100,"Joe Biden",100,"Dem",100,70,70,"Joe Biden",100,100,"Unlikely","Unlikely",NA,NA,1,NA,46,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,26,1,16,23,30,9,6,1,10,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,44,45,46,43,44,46,43,59,44,44,"Yes","Male",31,"Ohio",48,1,FALSE,NA,"Unlikely","Unlikely",46,59,44,44,43,44,45,46,43,44,46,43,0,FALSE
"200",398,408,"20201105T075140","20201105T075250",70,"Dem","Dem",83,-83,60,40,3,9,6,"Rep",FALSE,24,"New York","20210120T071524","20210120T071928",243,"2021-01-20 07:19:28","Yes","Dem",NA,"Yes","Dem",NA,95,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,57,57,"Joe Biden",99,100,"Unlikely","Unlikely",NA,NA,0,NA,50,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information",NA,0,1,1,1,1,0,0,17,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,51,50,48,51,51,51,61,63,41,47,"Yes","Male",24,"New York",761,1,FALSE,NA,"Unlikely","Unlikely",50,63,41,47,50,51,50,48,51,51,51,61,0,FALSE
"201",401,411,"20201104T191608","20201104T192101",292,"Dem","Dem",100,-100,80,20,10,80,70,"Rep",FALSE,28,"Florida","20210119T214530","20210119T215926",836,"2021-01-19 21:59:26","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,51,60,"Joe Biden",100,100,"Extremely unlikely","Likely",NA,NA,5,NA,100,"Mail-in ballot fraud
",NA,0,0,0,28,69,0,0,0,0,0,0,34,40,32,29,0,17,16,39,0,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",28,"Florida",142,1,FALSE,NA,"Extremely unlikely","Likely",100,100,0,50,66,60,68,71,100,83,84,61,9,FALSE
"202",402,412,"20201105T050147","20201105T051738",951,"Ind","Rep",100,100,91,91,100,100,0,"Dem",FALSE,66,"Illinois","20210120T024612","20210120T025127",314,"2021-01-20 02:51:27","Yes","Ind",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",0,"Joe Biden",0,"Rep",100,80,15,"Donald Trump",0,100,NA,NA,"Extremely unlikely","Extremely likely",60,NA,0,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,18,18,85,100,100,100,100,51,0,51,51,100,100,100,100,100,100,100,100,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",66,"Illinois",402,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,100,0,0,0,0,0,0,0,0,0,0,-65,FALSE
"203",404,414,"20201105T070734","20201105T071036",182,"Ind","Rep",100,100,44,44,88,73,-15,"Rep",TRUE,72,"Georgia","20210120T071729","20210120T072257",327,"2021-01-20 07:22:57","Yes","Ind",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Donald Trump",87,"Joe Biden",75,"Rep",100,47,84,"Joe Biden",86,100,NA,NA,"Extremely unlikely","Extremely likely",70,NA,0,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-reporting of final vote counts by state electoral officials,False news stories by ""left-wing"" media",NA,65,71,81,90,100,68,76,60,36,73,57,86,87,100,100,100,77,77,75,30,85,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",73,"Georgia",766,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,70,15,49,14,13,0,0,0,23,23,25,37,FALSE
"204",406,416,"20201104T224027","20201104T224208",101,"Dem","Dem",100,-100,52,48,4,2,-2,"Dem",TRUE,41,"Nevada","20210119T215447","20210119T215947",299,"2021-01-19 21:59:47","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,58,58,"Joe Biden",100,100,"Unlikely","Unlikely",NA,NA,0,50,NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,71,89,0,60,52,29,49,49,49,51,52,34,29,78,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",41,"Nevada",145,1,FALSE,NA,"Unlikely","Unlikely",50,71,22,49,48,71,51,51,51,49,48,66,0,FALSE
"205",409,420,"20201105T043658","20201105T043847",108,"Dem","Dem",85,-85,70,30,27,25,-2,"Dem",TRUE,26,"Virginia","20210120T063625","20210120T064504",518,"2021-01-20 06:45:04","Yes","Dem",NA,"Yes","Dem",NA,87,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,93,95,"Joe Biden",100,100,NA,NA,"Likely","Unlikely",6,NA,93,"Vote buying / voter impersonation / misuse of proxy votes",NA,23,79,9,2,7,7,3,90,70,10,14,12,11,11,11,10,9,9,9,11,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",26,"Virginia",691,1,FALSE,NA,"Unlikely","Likely",93,89,91,88,88,89,89,89,90,91,91,91,2,FALSE
"206",410,421,"20201105T074420","20201105T074526",66,"Ind","Rep",90,90,35,35,98,98,0,"Dem",FALSE,27,"Virginia","20210120T071918","20210120T072336",258,"2021-01-20 07:23:37","Yes","Ind",NA,"Yes","Rep",NA,95,"Rep",NA,95,"Joe Biden",100,"Joe Biden",100,"Rep",95,55,45,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely likely",15,NA,0,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,11,83,96,100,97,34,31,68,42,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,12,8,0,0,27,23,24,83,10,28,"Yes","Male",27,"Virginia",768,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,83,10,28,38,12,8,0,0,27,23,24,-10,FALSE
